Geography,Geography,Gender (3a),Age (in single,2021,2016
553,"Stratford (CA), Ont.",  Women+,51,,
553,"Stratford (CA), Ont.",  Women+,52,,
553,"Stratford (CA), Ont.",  Women+,53,,
553,"Stratford (CA), Ont.",  Women+,54,,
553,"Stratford (CA), Ont.",  Women+,    55 to 59 years,,
553,"Stratford (CA), Ont.",  Women+,55,,
553,"Stratford (CA), Ont.",  Women+,56,,
553,"Stratford (CA), Ont.",  Women+,57,,
553,"Stratford (CA), Ont.",  Women+,58,,
553,"Stratford (CA), Ont.",  Women+,59,,
553,"Stratford (CA), Ont.",  Women+,    60 to 64 years,,
553,"Stratford (CA), Ont.",  Women+,60,,
553,"Stratford (CA), Ont.",  Women+,61,,
553,"Stratford (CA), Ont.",  Women+,62,,
553,"Stratford (CA), Ont.",  Women+,63,,
553,"Stratford (CA), Ont.",  Women+,64,,
553,"Stratford (CA), Ont.",  Women+,  65 years and over,,
553,"Stratford (CA), Ont.",  Women+,    65 to 69 years,,
553,"Stratford (CA), Ont.",  Women+,65,,
553,"Stratford (CA), Ont.",  Women+,66,,
553,"Stratford (CA), Ont.",  Women+,67,,
553,"Stratford (CA), Ont.",  Women+,68,,
553,"Stratford (CA), Ont.",  Women+,69,,
553,"Stratford (CA), Ont.",  Women+,    70 to 74 years,,
553,"Stratford (CA), Ont.",  Women+,70,,
553,"Stratford (CA), Ont.",  Women+,71,,
553,"Stratford (CA), Ont.",  Women+,72,,
553,"Stratford (CA), Ont.",  Women+,73,,
553,"Stratford (CA), Ont.",  Women+,74,,
553,"Stratford (CA), Ont.",  Women+,    75 to 79 years,,
553,"Stratford (CA), Ont.",  Women+,75,,
553,"Stratford (CA), Ont.",  Women+,76,,
553,"Stratford (CA), Ont.",  Women+,77,,
553,"Stratford (CA), Ont.",  Women+,78,,
553,"Stratford (CA), Ont.",  Women+,79,,
553,"Stratford (CA), Ont.",  Women+,    80 to 84 years,,
553,"Stratford (CA), Ont.",  Women+,80,,
553,"Stratford (CA), Ont.",  Women+,81,,
553,"Stratford (CA), Ont.",  Women+,82,,
553,"Stratford (CA), Ont.",  Women+,83,,
553,"Stratford (CA), Ont.",  Women+,84,,
553,"Stratford (CA), Ont.",  Women+,    85 years and over,,
553,"Stratford (CA), Ont.",  Women+,      85 to 89 years,,
553,"Stratford (CA), Ont.",  Women+,85,,
553,"Stratford (CA), Ont.",  Women+,86,,
553,"Stratford (CA), Ont.",  Women+,87,,
553,"Stratford (CA), Ont.",  Women+,88,,
553,"Stratford (CA), Ont.",  Women+,89,,
553,"Stratford (CA), Ont.",  Women+,      90 to 94 years,,
553,"Stratford (CA), Ont.",  Women+,90,,
553,"Stratford (CA), Ont.",  Women+,91,,
553,"Stratford (CA), Ont.",  Women+,92,,
553,"Stratford (CA), Ont.",  Women+,93,,
553,"Stratford (CA), Ont.",  Women+,94,,
553,"Stratford (CA), Ont.",  Women+,      95 to 99 years,,
553,"Stratford (CA), Ont.",  Women+,95,,
553,"Stratford (CA), Ont.",  Women+,96,,
553,"Stratford (CA), Ont.",  Women+,97,,
553,"Stratford (CA), Ont.",  Women+,98,,
553,"Stratford (CA), Ont.",  Women+,99,,
553,"Stratford (CA), Ont.",  Women+,      100 years and over,,
553,"Stratford (CA), Ont.",  Women+,Average age,,
553,"Stratford (CA), Ont.",  Women+,Median age,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,Total - Age,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,  0 to 14 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    0 to 4 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,      Under 1 year,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,1,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,2,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,3,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,4,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    5 to 9 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,5,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,6,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,7,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,8,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,9,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    10 to 14 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,10,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,11,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,12,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,13,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,14,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,  15 to 64 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    15 to 19 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,15,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,16,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,17,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,18,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,19,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    20 to 24 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,20,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,21,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,22,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,23,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,24,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    25 to 29 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,25,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,26,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,27,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,28,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,29,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    30 to 34 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,30,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,31,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,32,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,33,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,34,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    35 to 39 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,35,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,36,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,37,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,38,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,39,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    40 to 44 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,40,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,41,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,42,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,43,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,44,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    45 to 49 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,45,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,46,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,47,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,48,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,49,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    50 to 54 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,50,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,51,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,52,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,53,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,54,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    55 to 59 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,55,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,56,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,57,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,58,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,59,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    60 to 64 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,60,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,61,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,62,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,63,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,64,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,  65 years and over,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    65 to 69 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,65,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,66,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,67,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,68,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,69,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    70 to 74 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,70,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,71,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,72,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,73,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,74,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    75 to 79 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,75,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,76,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,77,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,78,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,79,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    80 to 84 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,80,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,81,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,82,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,83,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,84,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,    85 years and over,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,      85 to 89 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,85,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,86,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,87,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,88,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,89,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,      90 to 94 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,90,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,91,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,92,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,93,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,94,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,      95 to 99 years,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,95,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,96,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,97,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,98,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,99,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,      100 years and over,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,Average age,,
595,"Thunder Bay (CMA), Ont.", Total - Gender,Median age,,
595,"Thunder Bay (CMA), Ont.",  Men+,Total - Age,,
595,"Thunder Bay (CMA), Ont.",  Men+,  0 to 14 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,    0 to 4 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,      Under 1 year,,
595,"Thunder Bay (CMA), Ont.",  Men+,1,,
595,"Thunder Bay (CMA), Ont.",  Men+,2,,
595,"Thunder Bay (CMA), Ont.",  Men+,3,,
595,"Thunder Bay (CMA), Ont.",  Men+,4,,
595,"Thunder Bay (CMA), Ont.",  Men+,    5 to 9 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,5,,
595,"Thunder Bay (CMA), Ont.",  Men+,6,,
595,"Thunder Bay (CMA), Ont.",  Men+,7,,
595,"Thunder Bay (CMA), Ont.",  Men+,8,,
595,"Thunder Bay (CMA), Ont.",  Men+,9,,
595,"Thunder Bay (CMA), Ont.",  Men+,    10 to 14 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,10,,
595,"Thunder Bay (CMA), Ont.",  Men+,11,,
595,"Thunder Bay (CMA), Ont.",  Men+,12,,
595,"Thunder Bay (CMA), Ont.",  Men+,13,,
595,"Thunder Bay (CMA), Ont.",  Men+,14,,
595,"Thunder Bay (CMA), Ont.",  Men+,  15 to 64 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,    15 to 19 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,15,,
595,"Thunder Bay (CMA), Ont.",  Men+,16,,
595,"Thunder Bay (CMA), Ont.",  Men+,17,,
595,"Thunder Bay (CMA), Ont.",  Men+,18,,
595,"Thunder Bay (CMA), Ont.",  Men+,19,,
595,"Thunder Bay (CMA), Ont.",  Men+,    20 to 24 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,20,,
595,"Thunder Bay (CMA), Ont.",  Men+,21,,
595,"Thunder Bay (CMA), Ont.",  Men+,22,,
595,"Thunder Bay (CMA), Ont.",  Men+,23,,
595,"Thunder Bay (CMA), Ont.",  Men+,24,,
595,"Thunder Bay (CMA), Ont.",  Men+,    25 to 29 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,25,,
595,"Thunder Bay (CMA), Ont.",  Men+,26,,
595,"Thunder Bay (CMA), Ont.",  Men+,27,,
595,"Thunder Bay (CMA), Ont.",  Men+,28,,
595,"Thunder Bay (CMA), Ont.",  Men+,29,,
595,"Thunder Bay (CMA), Ont.",  Men+,    30 to 34 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,30,,
595,"Thunder Bay (CMA), Ont.",  Men+,31,,
595,"Thunder Bay (CMA), Ont.",  Men+,32,,
595,"Thunder Bay (CMA), Ont.",  Men+,33,,
595,"Thunder Bay (CMA), Ont.",  Men+,34,,
595,"Thunder Bay (CMA), Ont.",  Men+,    35 to 39 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,35,,
595,"Thunder Bay (CMA), Ont.",  Men+,36,,
595,"Thunder Bay (CMA), Ont.",  Men+,37,,
595,"Thunder Bay (CMA), Ont.",  Men+,38,,
595,"Thunder Bay (CMA), Ont.",  Men+,39,,
595,"Thunder Bay (CMA), Ont.",  Men+,    40 to 44 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,40,,
595,"Thunder Bay (CMA), Ont.",  Men+,41,,
595,"Thunder Bay (CMA), Ont.",  Men+,42,,
595,"Thunder Bay (CMA), Ont.",  Men+,43,,
595,"Thunder Bay (CMA), Ont.",  Men+,44,,
595,"Thunder Bay (CMA), Ont.",  Men+,    45 to 49 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,45,,
595,"Thunder Bay (CMA), Ont.",  Men+,46,,
595,"Thunder Bay (CMA), Ont.",  Men+,47,,
595,"Thunder Bay (CMA), Ont.",  Men+,48,,
595,"Thunder Bay (CMA), Ont.",  Men+,49,,
595,"Thunder Bay (CMA), Ont.",  Men+,    50 to 54 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,50,,
595,"Thunder Bay (CMA), Ont.",  Men+,51,,
595,"Thunder Bay (CMA), Ont.",  Men+,52,,
595,"Thunder Bay (CMA), Ont.",  Men+,53,,
595,"Thunder Bay (CMA), Ont.",  Men+,54,,
595,"Thunder Bay (CMA), Ont.",  Men+,    55 to 59 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,55,,
595,"Thunder Bay (CMA), Ont.",  Men+,56,,
595,"Thunder Bay (CMA), Ont.",  Men+,57,,
595,"Thunder Bay (CMA), Ont.",  Men+,58,,
595,"Thunder Bay (CMA), Ont.",  Men+,59,,
595,"Thunder Bay (CMA), Ont.",  Men+,    60 to 64 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,60,,
595,"Thunder Bay (CMA), Ont.",  Men+,61,,
595,"Thunder Bay (CMA), Ont.",  Men+,62,,
595,"Thunder Bay (CMA), Ont.",  Men+,63,,
595,"Thunder Bay (CMA), Ont.",  Men+,64,,
595,"Thunder Bay (CMA), Ont.",  Men+,  65 years and over,,
595,"Thunder Bay (CMA), Ont.",  Men+,    65 to 69 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,65,,
595,"Thunder Bay (CMA), Ont.",  Men+,66,,
595,"Thunder Bay (CMA), Ont.",  Men+,67,,
595,"Thunder Bay (CMA), Ont.",  Men+,68,,
595,"Thunder Bay (CMA), Ont.",  Men+,69,,
595,"Thunder Bay (CMA), Ont.",  Men+,    70 to 74 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,70,,
595,"Thunder Bay (CMA), Ont.",  Men+,71,,
595,"Thunder Bay (CMA), Ont.",  Men+,72,,
595,"Thunder Bay (CMA), Ont.",  Men+,73,,
595,"Thunder Bay (CMA), Ont.",  Men+,74,,
595,"Thunder Bay (CMA), Ont.",  Men+,    75 to 79 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,75,,
595,"Thunder Bay (CMA), Ont.",  Men+,76,,
595,"Thunder Bay (CMA), Ont.",  Men+,77,,
595,"Thunder Bay (CMA), Ont.",  Men+,78,,
595,"Thunder Bay (CMA), Ont.",  Men+,79,,
595,"Thunder Bay (CMA), Ont.",  Men+,    80 to 84 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,80,,
595,"Thunder Bay (CMA), Ont.",  Men+,81,,
595,"Thunder Bay (CMA), Ont.",  Men+,82,,
595,"Thunder Bay (CMA), Ont.",  Men+,83,,
595,"Thunder Bay (CMA), Ont.",  Men+,84,,
595,"Thunder Bay (CMA), Ont.",  Men+,    85 years and over,,
595,"Thunder Bay (CMA), Ont.",  Men+,      85 to 89 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,85,,
595,"Thunder Bay (CMA), Ont.",  Men+,86,,
595,"Thunder Bay (CMA), Ont.",  Men+,87,,
595,"Thunder Bay (CMA), Ont.",  Men+,88,,
595,"Thunder Bay (CMA), Ont.",  Men+,89,,
595,"Thunder Bay (CMA), Ont.",  Men+,      90 to 94 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,90,,
595,"Thunder Bay (CMA), Ont.",  Men+,91,,
595,"Thunder Bay (CMA), Ont.",  Men+,92,,
595,"Thunder Bay (CMA), Ont.",  Men+,93,,
595,"Thunder Bay (CMA), Ont.",  Men+,94,,
595,"Thunder Bay (CMA), Ont.",  Men+,      95 to 99 years,,
595,"Thunder Bay (CMA), Ont.",  Men+,95,,
595,"Thunder Bay (CMA), Ont.",  Men+,96,,
595,"Thunder Bay (CMA), Ont.",  Men+,97,,
595,"Thunder Bay (CMA), Ont.",  Men+,98,,
595,"Thunder Bay (CMA), Ont.",  Men+,99,,
595,"Thunder Bay (CMA), Ont.",  Men+,      100 years and over,,
595,"Thunder Bay (CMA), Ont.",  Men+,Average age,,
595,"Thunder Bay (CMA), Ont.",  Men+,Median age,,
595,"Thunder Bay (CMA), Ont.",  Women+,Total - Age,,
595,"Thunder Bay (CMA), Ont.",  Women+,  0 to 14 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,    0 to 4 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,      Under 1 year,,
595,"Thunder Bay (CMA), Ont.",  Women+,1,,
595,"Thunder Bay (CMA), Ont.",  Women+,2,,
595,"Thunder Bay (CMA), Ont.",  Women+,3,,
595,"Thunder Bay (CMA), Ont.",  Women+,4,,
595,"Thunder Bay (CMA), Ont.",  Women+,    5 to 9 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,5,,
595,"Thunder Bay (CMA), Ont.",  Women+,6,,
595,"Thunder Bay (CMA), Ont.",  Women+,7,,
595,"Thunder Bay (CMA), Ont.",  Women+,8,,
595,"Thunder Bay (CMA), Ont.",  Women+,9,,
595,"Thunder Bay (CMA), Ont.",  Women+,    10 to 14 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,10,,
595,"Thunder Bay (CMA), Ont.",  Women+,11,,
595,"Thunder Bay (CMA), Ont.",  Women+,12,,
595,"Thunder Bay (CMA), Ont.",  Women+,13,,
595,"Thunder Bay (CMA), Ont.",  Women+,14,,
595,"Thunder Bay (CMA), Ont.",  Women+,  15 to 64 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,    15 to 19 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,15,,
595,"Thunder Bay (CMA), Ont.",  Women+,16,,
595,"Thunder Bay (CMA), Ont.",  Women+,17,,
595,"Thunder Bay (CMA), Ont.",  Women+,18,,
595,"Thunder Bay (CMA), Ont.",  Women+,19,,
595,"Thunder Bay (CMA), Ont.",  Women+,    20 to 24 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,20,,
595,"Thunder Bay (CMA), Ont.",  Women+,21,,
595,"Thunder Bay (CMA), Ont.",  Women+,22,,
595,"Thunder Bay (CMA), Ont.",  Women+,23,,
595,"Thunder Bay (CMA), Ont.",  Women+,24,,
595,"Thunder Bay (CMA), Ont.",  Women+,    25 to 29 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,25,,
595,"Thunder Bay (CMA), Ont.",  Women+,26,,
595,"Thunder Bay (CMA), Ont.",  Women+,27,,
595,"Thunder Bay (CMA), Ont.",  Women+,28,,
595,"Thunder Bay (CMA), Ont.",  Women+,29,,
595,"Thunder Bay (CMA), Ont.",  Women+,    30 to 34 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,30,,
595,"Thunder Bay (CMA), Ont.",  Women+,31,,
595,"Thunder Bay (CMA), Ont.",  Women+,32,,
595,"Thunder Bay (CMA), Ont.",  Women+,33,,
595,"Thunder Bay (CMA), Ont.",  Women+,34,,
595,"Thunder Bay (CMA), Ont.",  Women+,    35 to 39 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,35,,
595,"Thunder Bay (CMA), Ont.",  Women+,36,,
595,"Thunder Bay (CMA), Ont.",  Women+,37,,
595,"Thunder Bay (CMA), Ont.",  Women+,38,,
595,"Thunder Bay (CMA), Ont.",  Women+,39,,
595,"Thunder Bay (CMA), Ont.",  Women+,    40 to 44 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,40,,
595,"Thunder Bay (CMA), Ont.",  Women+,41,,
595,"Thunder Bay (CMA), Ont.",  Women+,42,,
595,"Thunder Bay (CMA), Ont.",  Women+,43,,
595,"Thunder Bay (CMA), Ont.",  Women+,44,,
595,"Thunder Bay (CMA), Ont.",  Women+,    45 to 49 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,45,,
595,"Thunder Bay (CMA), Ont.",  Women+,46,,
595,"Thunder Bay (CMA), Ont.",  Women+,47,,
595,"Thunder Bay (CMA), Ont.",  Women+,48,,
595,"Thunder Bay (CMA), Ont.",  Women+,49,,
595,"Thunder Bay (CMA), Ont.",  Women+,    50 to 54 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,50,,
595,"Thunder Bay (CMA), Ont.",  Women+,51,,
595,"Thunder Bay (CMA), Ont.",  Women+,52,,
595,"Thunder Bay (CMA), Ont.",  Women+,53,,
595,"Thunder Bay (CMA), Ont.",  Women+,54,,
595,"Thunder Bay (CMA), Ont.",  Women+,    55 to 59 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,55,,
595,"Thunder Bay (CMA), Ont.",  Women+,56,,
595,"Thunder Bay (CMA), Ont.",  Women+,57,,
595,"Thunder Bay (CMA), Ont.",  Women+,58,,
595,"Thunder Bay (CMA), Ont.",  Women+,59,,
595,"Thunder Bay (CMA), Ont.",  Women+,    60 to 64 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,60,,
595,"Thunder Bay (CMA), Ont.",  Women+,61,,
595,"Thunder Bay (CMA), Ont.",  Women+,62,,
595,"Thunder Bay (CMA), Ont.",  Women+,63,,
595,"Thunder Bay (CMA), Ont.",  Women+,64,,
595,"Thunder Bay (CMA), Ont.",  Women+,  65 years and over,,
595,"Thunder Bay (CMA), Ont.",  Women+,    65 to 69 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,65,,
595,"Thunder Bay (CMA), Ont.",  Women+,66,,
595,"Thunder Bay (CMA), Ont.",  Women+,67,,
595,"Thunder Bay (CMA), Ont.",  Women+,68,,
595,"Thunder Bay (CMA), Ont.",  Women+,69,,
595,"Thunder Bay (CMA), Ont.",  Women+,    70 to 74 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,70,,
595,"Thunder Bay (CMA), Ont.",  Women+,71,,
595,"Thunder Bay (CMA), Ont.",  Women+,72,,
595,"Thunder Bay (CMA), Ont.",  Women+,73,,
595,"Thunder Bay (CMA), Ont.",  Women+,74,,
595,"Thunder Bay (CMA), Ont.",  Women+,    75 to 79 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,75,,
595,"Thunder Bay (CMA), Ont.",  Women+,76,,
595,"Thunder Bay (CMA), Ont.",  Women+,77,,
595,"Thunder Bay (CMA), Ont.",  Women+,78,,
595,"Thunder Bay (CMA), Ont.",  Women+,79,,
595,"Thunder Bay (CMA), Ont.",  Women+,    80 to 84 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,80,,
595,"Thunder Bay (CMA), Ont.",  Women+,81,,
595,"Thunder Bay (CMA), Ont.",  Women+,82,,
595,"Thunder Bay (CMA), Ont.",  Women+,83,,
595,"Thunder Bay (CMA), Ont.",  Women+,84,,
595,"Thunder Bay (CMA), Ont.",  Women+,    85 years and over,,
595,"Thunder Bay (CMA), Ont.",  Women+,      85 to 89 years,,
595,"Thunder Bay (CMA), Ont.",  Women+,85,,
595,"Thunder Bay (CMA), Ont.",  Women+,86,,
595,"Thunder Bay (CMA), Ont.",  Women+,87,,
595,"Thunder Bay (CMA), Ont.",  Women+,88,,
595,"Thunder Bay (CMA), Ont.",  Women+,89,,
595,"Thunder Bay (CMA), Ont.",  Women+,      90 to 94 years,,
